Код BSU,Артикул,Артикул цифровой,Наименование,Наименование для сайта,Версия,Тип элемента,Штрихкод штука,Штрихкод коробка,Штрихкод паллет,Бренд,Коллекция,Стиль коллекции,Базовая единица измерения,Формат плиты номинальный,Формат плиты округленный,Формат коллекции округленный,Ширина плитки (см),Длина плитки (см),Толщина плитки (см),Вес одной плитки (кг),Количество слоев в паллете,Количество коробов в слое паллеты,Количество коробов на паллете,Количество изделий в коробке,Количество плиток в коробке,М2 в одной коробке,Ширина коробки (м),Длина коробки (м),Высота коробки (м),Вес коробки брутто (кг),Вес коробки нетто (кг),м2/шт на паллете,Ширина паллеты (м),Длина паллеты (м),Высота паллеты (м),Вес паллеты брутто (кг),Вес паллеты нетто (кг),Короб пустой брутто (кг),Поддон пустой брутто (кг),Вес полиэтилена (кг),Страна происхождения,Цвет плитки,Дизайн,Материал,Вид поверхности,Поверхность,Фактура поверхности,Ректификат,Рельеф,Водопоглащение,Морозостойкость,Класс износостойкости,Класс устойчивости к скольжению,Количество фрагментов рисунка,Назначение,Применение,Помещения,Фото плиты,Фото Коллекции,Кол-во доп фото коллекции,Доп фото коллекции,"Видео 360, YouTube"
A17121,17121,17121,Глаз. керамогранит Futura тонкий Gold Venice полированный белый ректификат 60x120,Керамогранит Cersanit Gold Venice полированный белый ректификат  60x120 A17121,полированный,Керамогранит,,4690311126269,14690311126266,Cersanit,Gold Venice,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,белый,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,10,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/0da/uefsnr25qfuu5b7khlor2mmc0oorecum/A17121_01.jpg;https://pvi.cersanit.ru/upload/uf/edf/wqsyrm3tr3hpzcl933qo4sn3qehq3qzm/A17121_02.jpg;https://pvi.cersanit.ru/upload/uf/2a8/87iiaoxx6hvab97k89h00pq1a7m9llr3/A17121_03.jpg;https://pvi.cersanit.ru/upload/uf/df8/nl619blxu1iji4vqk7gh8w4ws0xx8d8a/A17121_04.jpg;https://pvi.cersanit.ru/upload/uf/5c5/uoesd1buck0lg94zqi3pdsdyzczmw0ej/A17121_05.jpg;https://pvi.cersanit.ru/upload/uf/08e/cd71oioqie6kcw2y7dy3ljobgh4awq4e/A17121_06.jpg;https://pvi.cersanit.ru/upload/uf/036/2owo7k9fe5v1ewx4u4988f53cgpl8mh3/A17121_07.jpg;https://pvi.cersanit.ru/upload/uf/83b/dzkhtj62nla28gbnlq1geho2sp2zujmd/A17121_08.jpg;https://pvi.cersanit.ru/upload/uf/452/jp0gqov0k3pjv7menzksip3sjgfmuvg8/A17121_09.jpg;https://pvi.cersanit.ru/upload/uf/cc7/xxucj04q0zj1gh7s4db2cotcdgg2sl9q/A17121_10.jpg,https://pvi.cersanit.ru/upload/uf/b73/791vpeyqnamw4fbcd355vmpe4jmvzd1m/INT_Gold_Venice_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/cf5/ds5t8lgbad3beq72r949tgklkgveojwt/INT_Gold_Venice_1_2.jpg;https://pvi.cersanit.ru/upload/uf/2f7/lpv4ovvgusp53bmd0too63sor17m78r8/INT_Gold_Venice_1_3.jpg,
A17122,17122,17122,Глаз. керамогранит Futura тонкий Soft Concrete светло-серый ректификат 60x120,Керамогранит Cersanit Soft Concrete  светло-серый ректификат  60x120 A17122,,Керамогранит,,4690311126276,14690311126273,Cersanit,Soft Concrete,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,светло-серый,Бетон,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/068/gcqu8u24rft50mgxzpbijnh33k074vg0/A17122_01.jpg;https://pvi.cersanit.ru/upload/uf/89c/rwlmddpxme1hqbadji0lt8bl3oid2jhz/A17122_02.jpg;https://pvi.cersanit.ru/upload/uf/8db/pdydbm9jdpnb5fc3ld21ilsojrjx4bvh/A17122_03.jpg;https://pvi.cersanit.ru/upload/uf/b63/v5o8l6ho1o8cl41qar6tlnw2e6s4g73w/A17122_04.jpg;https://pvi.cersanit.ru/upload/uf/20f/e3xc2klo0gkiuhe5xhkpi0u775zbj0ma/A17122_05.jpg;,https://pvi.cersanit.ru/upload/uf/9f3/x8bwq7hqf3f8clho0ksl56c2s41jwor6/INT_Soft_Concrete_1_1.jpg,5,https://pvi.cersanit.ru/upload/uf/d79/p899y8iibsqeu6k6f647clpqhgbfsr6c/INT_Soft_Concrete_1_2.jpg;https://pvi.cersanit.ru/upload/uf/e0f/8hceynjplrbjzf3e03cbmdp562nz4951/INT_Soft_Concrete_1_3.jpg;https://pvi.cersanit.ru/upload/uf/1d4/7cj0ky29bgrfylizj6hgyoe993tf20kz/INT_Soft_Concrete_1_4.jpg;https://pvi.cersanit.ru/upload/uf/a98/k5rt19jpxkxgwu6mod44okihhez2mnyc/INT_Soft_Concrete_1_5.jpg;https://pvi.cersanit.ru/upload/uf/6f9/vrbf53udbw2eaeic5tb1drdx3r02aq1i/INT_Soft_Concrete_1_6.jpg,
A17123,17123,17123,Глаз. керамогранит Futura тонкий Soft Concrete серый ректификат 60x120,Керамогранит Cersanit Soft Concrete  серый ректификат  60x120 A17123,,Керамогранит,,4690311126283,14690311126280,Cersanit,Soft Concrete,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,серый,Бетон,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/55a/sbsl68qitn1rziin3v2pt57j9jxrwrrx/A17123_01.jpg;https://pvi.cersanit.ru/upload/uf/55d/ahe62rfqhcioyjqfnkxzuigtmdoxv4r7/A17123_02.jpg;https://pvi.cersanit.ru/upload/uf/605/fljsdifvo4fz8czve2uyr5te1rw85bwx/A17123_03.jpg;https://pvi.cersanit.ru/upload/uf/772/x0ctx7d7q55tkd8oag5xlrji2qyiogyk/A17123_04.jpg;https://pvi.cersanit.ru/upload/uf/371/ophee1ye2dbcppjwqhp2uhg8067vbd9f/A17123_05.jpg,https://pvi.cersanit.ru/upload/uf/9f3/x8bwq7hqf3f8clho0ksl56c2s41jwor6/INT_Soft_Concrete_1_1.jpg,5,https://pvi.cersanit.ru/upload/uf/d79/p899y8iibsqeu6k6f647clpqhgbfsr6c/INT_Soft_Concrete_1_2.jpg;https://pvi.cersanit.ru/upload/uf/e0f/8hceynjplrbjzf3e03cbmdp562nz4951/INT_Soft_Concrete_1_3.jpg;https://pvi.cersanit.ru/upload/uf/1d4/7cj0ky29bgrfylizj6hgyoe993tf20kz/INT_Soft_Concrete_1_4.jpg;https://pvi.cersanit.ru/upload/uf/a98/k5rt19jpxkxgwu6mod44okihhez2mnyc/INT_Soft_Concrete_1_5.jpg;https://pvi.cersanit.ru/upload/uf/6f9/vrbf53udbw2eaeic5tb1drdx3r02aq1i/INT_Soft_Concrete_1_6.jpg,
A17124,17124,17124,Глаз. керамогранит Futura тонкий Silver Roots серый ректификат 60x120,Керамогранит Cersanit Silver Roots  серый ректификат  60x120 A17124,,Керамогранит,,4690311126290,14690311126297,Cersanit,Silver Roots,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,серый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,6,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/17a/9fanhagyx381ocz3t4sgsurwizbvbopc/A17124_01.jpg;https://pvi.cersanit.ru/upload/uf/373/mazr9ifyrhhtyow89j8ul3bsioraqkkh/A17124_02.jpg;https://pvi.cersanit.ru/upload/uf/18f/v5yivudxx04myz8isinjl282e8catg0v/A17124_03.jpg;https://pvi.cersanit.ru/upload/uf/5eb/g86a22ep5d72bbf19022qeyq6lcz4lro/A17124_04.jpg;https://pvi.cersanit.ru/upload/uf/578/nblgyj7n7gftpgocidsqhuedjhy5abpv/A17124_05.jpg;https://pvi.cersanit.ru/upload/uf/ab0/0hz7qset2sypoofd9n5wm2nkhq3tfpty/A17124_06.jpg,https://pvi.cersanit.ru/upload/uf/934/qo4q51w1dqyovjhazuks1oeiw7c0e905/INT_SILVER_ROOTS_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/2da/8wz1wydp335i3x393hjyzqqzdba79tco/INT_SILVER_ROOTS_1_2.jpg;https://pvi.cersanit.ru/upload/uf/7b3/9z2zwbceh9wf4siiz8dgnebdquqtvgc4/INT_SILVER_ROOTS_1_3.jpg;https://pvi.cersanit.ru/upload/uf/5ac/3f5wdt8kofmoqj2fz0fpdnz0etd8csx2/INT_SILVER_ROOTS_1_4.jpg,
A17125,17125,17125,Глаз. керамогранит Futura тонкий Grigio Nuovalato серый ректификат 60x120,Керамогранит Cersanit Grigio Nuovalato  серый ректификат  60x120 A17125,,Керамогранит,,4690311126306,14690311126303,Cersanit,Grigio Nuovalato,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,серый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,9,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/36b/d9k1zug73exv5xroxcz2msg6bkl91fnf/A17125_01.jpg;https://pvi.cersanit.ru/upload/uf/7c9/9b0q70x8gggiftvxh7rrg0mvtb7vs8r2/A17125_02.jpg;https://pvi.cersanit.ru/upload/uf/b65/uj56df2phtrqnzo0y2xp0kk218g57now/A17125_03.jpg;https://pvi.cersanit.ru/upload/uf/f48/ga6i51njohafpf0c5qnfzv2mz0xbbzmi/A17125_04.jpg;https://pvi.cersanit.ru/upload/uf/49f/eweua8zmjbxjxde9cs0kduuojwgg6cma/A17125_05.jpg;https://pvi.cersanit.ru/upload/uf/864/h4wlidtt42ywc11notxyxd75r7zsyeyi/A17125_06.jpg;https://pvi.cersanit.ru/upload/uf/4fe/fqns0boh0z869705qgnomrwxch7biaq2/A17125_07.jpg;https://pvi.cersanit.ru/upload/uf/350/rws1suj9jpiv9x7jdqxdy75x1pscz8y5/A17125_08.jpg;https://pvi.cersanit.ru/upload/uf/a7a/45oalei2llo24gv93lzezkm26ydj2ech/A17125_09.jpg,https://pvi.cersanit.ru/upload/uf/dae/r77r7uymd6280hgejspvy0zgga4e171l/INT_Grigio_Nuovalato_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/f19/17r9fwf1br001of58y471xzn2yask1pb/INT_Grigio_Nuovalato_1_2.jpg;https://pvi.cersanit.ru/upload/uf/70b/rs431rexbq08wl9ldq0729vmxz0wppxk/INT_Grigio_Nuovalato_1_3.jpg,
A17126,17126,17126,Глаз. керамогранит Futura тонкий Deep Calacatta белый ректификат 60x120,Керамогранит Cersanit Deep Calacatta  белый ректификат  60x120 A17126,,Керамогранит,,4690311126313,14690311126310,Cersanit,Deep Calacatta,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,белый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R11,12,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/177/5smcbfgc2x0d3s34zwdskar1pzbr1l4r/A17126_01.jpg;https://pvi.cersanit.ru/upload/uf/6ac/0ov9sfqji1esj67pq0wwwa3y94gs09r2/A17126_02.jpg;https://pvi.cersanit.ru/upload/uf/ffb/71lqbxg52dojp8j50ki356pockb9cmj3/A17126_03.jpg;https://pvi.cersanit.ru/upload/uf/ea0/76cwmm9tvgty8al8d5me56z9he6g5ux7/A17126_04.jpg;https://pvi.cersanit.ru/upload/uf/c0a/z73lm2iiwd39ibav2wffa5bmhqw8yu3v/A17126_05.jpg;https://pvi.cersanit.ru/upload/uf/d98/7s6rbcwn0kuledesl0oa9pe24wr36eys/A17126_06.jpg;https://pvi.cersanit.ru/upload/uf/025/44bcbokz2oo5ty7c5uwg1oiv0l5j5m3u/A17126_07.jpg;https://pvi.cersanit.ru/upload/uf/5a1/9053zfyrpktyew1e5vkxlumawjestk7r/A17126_08.jpg;https://pvi.cersanit.ru/upload/uf/a28/outg2ybphauae61qzxdoktavllti01hc/A17126_09.jpg;https://pvi.cersanit.ru/upload/uf/363/j7mygvrrkg06pthx5xgzb5f9drpcpua6/A17126_10.jpg;https://pvi.cersanit.ru/upload/uf/5bd/cvb0tvw49g9l2ocnr1ywyr2ykt36408f/A17126_11.jpg;https://pvi.cersanit.ru/upload/uf/e11/g3qii5bw5sve3a2444z3chhog91a3dx1/A17126_12.jpg,https://pvi.cersanit.ru/upload/uf/9e4/uewv5llanwtpc3vbrp870d52331kj4ct/INT_Deep_Calacatta_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/23c/yny5yxy12256eki7j86eg4w7ps4pxfq8/INT_Deep_Calacatta_1_2.jpg;https://pvi.cersanit.ru/upload/uf/eed/c02ev1jaxrxki5qa97yj87ayhg5baztw/INT_Deep_Calacatta_1_3.jpg;https://pvi.cersanit.ru/upload/uf/093/00q9bmolz60ryf8adb8yv5b59a1airsp/INT_Deep_Calacatta_1_4.jpg,
A17127,17127,17127,Глаз. керамогранит Futura тонкий Deep Calacatta полированный белый ректификат 60x120,Керамогранит Cersanit Deep Calacatta полированный белый ректификат  60x120 A17127,полированный,Керамогранит,,4690311126320,14690311126327,Cersanit,Deep Calacatta,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,белый,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,12,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/24b/hdcty61vnhvbbbji3nf5xtqayuw4z043/A17127_01.jpg;https://pvi.cersanit.ru/upload/uf/831/wjzlkgc1aa54pqe869x7g1rtgkk9jcwx/A17127_02.jpg;https://pvi.cersanit.ru/upload/uf/428/m9dnq5kvjm1drqz89e5mmnlhajg5bn1x/A17127_03.jpg;https://pvi.cersanit.ru/upload/uf/85a/wryqw5ehggtp8w9mh7ypestpmbdm6jzi/A17127_04.jpg;https://pvi.cersanit.ru/upload/uf/931/7pitbpnp3p0vxduhs0rb6qama07opf17/A17127_05.jpg;https://pvi.cersanit.ru/upload/uf/0db/fq8ex7b6e9xssa53tkbut8tgu2jpfp5m/A17127_06.jpg;https://pvi.cersanit.ru/upload/uf/508/4ht0nqr61bt1dhks4wn3s3zoc47h6i3g/A17127_07.jpg;https://pvi.cersanit.ru/upload/uf/311/ylscxiyoasdrm3ggxjlbugnkw1xdsn0h/A17127_08.jpg;https://pvi.cersanit.ru/upload/uf/f85/88sjnwxkznaxw7e7ryk1u5ulfyyy27qa/A17127_09.jpg;https://pvi.cersanit.ru/upload/uf/13d/44v5q416n7zjbrhmnqup4h04kcavasp1/A17127_10.jpg;https://pvi.cersanit.ru/upload/uf/cff/ryskjk4dljat1igjvv9n3npnjt6363hb/A17127_11.jpg;https://pvi.cersanit.ru/upload/uf/70b/qle81u21eo92fvww38i3gv50p9jcsfvz/A17127_12.jpg,https://pvi.cersanit.ru/upload/uf/9e4/uewv5llanwtpc3vbrp870d52331kj4ct/INT_Deep_Calacatta_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/23c/yny5yxy12256eki7j86eg4w7ps4pxfq8/INT_Deep_Calacatta_1_2.jpg;https://pvi.cersanit.ru/upload/uf/eed/c02ev1jaxrxki5qa97yj87ayhg5baztw/INT_Deep_Calacatta_1_3.jpg;https://pvi.cersanit.ru/upload/uf/093/00q9bmolz60ryf8adb8yv5b59a1airsp/INT_Deep_Calacatta_1_4.jpg,
A17128,17128,17128,Глаз. керамогранит Futura тонкий Lumina Onyx полированный светло-серый ректификат 60x120,Керамогранит Cersanit Lumina Onyx полированный светло-серый ректификат  60x120 A17128,полированный,Керамогранит,,4690311126337,14690311126334,Cersanit,Lumina Onyx,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,светло-серый,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,6,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/865/006fvnv1iaxdt5ma15uug60vaom6jqv9/A17128_01.jpg;https://pvi.cersanit.ru/upload/uf/bf4/b1zlx3aoospjwhlreffa7fluyyp091rk/A17128_02.jpg;https://pvi.cersanit.ru/upload/uf/dad/6e7xhsu9xzk849drsai81u0l78z0z9k9/A17128_03.jpg;https://pvi.cersanit.ru/upload/uf/d4c/x5btwn71nl42bhmm90tgveeclb6tj09p/A17128_04.jpg;https://pvi.cersanit.ru/upload/uf/359/lcg5162fi22gr4z9tdnogtq0japvwlen/A17128_05.jpg;https://pvi.cersanit.ru/upload/uf/4ca/vkvylt0vvl1iuoqa3f5zh9mawh79im22/A17128_06.jpg,https://pvi.cersanit.ru/upload/uf/58b/59xj4n8mywz049dpbwqv1b3gu8fim851/INT_Lumina_Onyx_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/a58/j5q32nmjc9fit9w13wrqeof9ybketlyg/INT_Lumina_Onyx_1_2.jpg;https://pvi.cersanit.ru/upload/uf/8e2/aefvyz5qrw9o3m2cig33j0ifwpn4qxdf/INT_Lumina_Onyx_1_3.jpg,
A17129,17129,17129,Глаз. керамогранит Futura тонкий Madeira Onyx полированный бежевый ректификат 60x120,Керамогранит Cersanit Madeira Onyx полированный бежевый ректификат  60x120 A17129,полированный,Керамогранит,,4690311126344,14690311126341,Cersanit,Madeira Onyx,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,бежевый,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,8,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/270/jawwqq75qswgoznx9oh3vrmqpy05r0uh/A17129_01.jpg;https://pvi.cersanit.ru/upload/uf/56c/ob78m9xnvk6mcbh6ltgildolp0m4wlfd/A17129_02.jpg;https://pvi.cersanit.ru/upload/uf/ad7/kd6jgvq8j4oipizfh8munoa5suh2eoh0/A17129_03.jpg;https://pvi.cersanit.ru/upload/uf/e98/9hkjap0iqdl2x9g4scmlbe60pnhxijwj/A17129_04.jpg;https://pvi.cersanit.ru/upload/uf/cc1/gvuwo6crf5q9l7rmfhto9jn8tj2p5uuq/A17129_05.jpg;https://pvi.cersanit.ru/upload/uf/bb0/4n88e0zekhh9zr0hvy99ycsdzn1wp49y/A17129_06.jpg;https://pvi.cersanit.ru/upload/uf/307/ueeeb3lpfx9itbsm5bltmopal9dcchy7/A17129_07.jpg;https://pvi.cersanit.ru/upload/uf/345/y0j39wgg2qomuxgq44ylqqjx4vnbkl0o/A17129_08.jpg,https://pvi.cersanit.ru/upload/uf/042/rxy4pwnofke7tbjovewikmb1wbbd8him/INT_Madeira_Onyx_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/9c8/lc2ki377e9rmz4sbw7k1mhcg09arz3sf/INT_Madeira_Onyx_1_2.jpg;https://pvi.cersanit.ru/upload/uf/2bd/75a061oym2gxj0n0xaer3ioz712b6soi/INT_Madeira_Onyx_1_3.jpg,
A17130,17130,17130,Глаз. керамогранит Futura тонкий Light Marquina полированный бежевый ректификат 60x120,Керамогранит Cersanit Light Marquina полированный бежевый ректификат  60x120 A17130,полированный,Керамогранит,,4690311126351,14690311126358,Cersanit,Light Marquina,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,бежевый,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,6,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/212/0ih7w90dx8s7ieiv8f3dw5eq8u7owkqi/A17130_01.jpg;https://pvi.cersanit.ru/upload/uf/ddd/aa9x4tnu74e1575j0njp719m0ierz1zh/A17130_02.jpg;https://pvi.cersanit.ru/upload/uf/622/9i96roeo207plfv7lkkxnoul4gzses5h/A17130_03.jpg;https://pvi.cersanit.ru/upload/uf/305/22bpgztu03543r4yd306ek0cxbdwmwvm/A17130_04.jpg;https://pvi.cersanit.ru/upload/uf/fea/1umkm7juoyh00m6rqywky82os823jknp/A17130_05.jpg;https://pvi.cersanit.ru/upload/uf/149/54uts7ogg5b0fa9ul8xsx7304tzlfk9i/A17130_06.jpg,https://pvi.cersanit.ru/upload/uf/439/mb6llzvtko0jcwznhm50vvmz5hzhb2tu/INT_Light_Marquina_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/257/4vtqu9esfvvui6pqdndb4f2spniqky2b/INT_Light_Marquina_1_2.jpg;https://pvi.cersanit.ru/upload/uf/4d6/55q3h4jcoid201xak1rka4fwapsyzee4/INT_Light_Marquina_1_3.jpg,
A17131,17131,17131,Глаз. керамогранит Futura тонкий Electric Mist серый ректификат 60x120,Керамогранит Cersanit Electric Mist  серый ректификат  60x120 A17131,,Керамогранит,,4690311126368,14690311126365,Cersanit,Electric Mist,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,серый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,6,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/d41/2588wkhfvzs57k9t962e77vw6i3vpm3o/A17131_01.jpg;https://pvi.cersanit.ru/upload/uf/fcd/8lpk62folobectiucf7jfv1tvot4tsu0/A17131_02.jpg;https://pvi.cersanit.ru/upload/uf/fe7/vea74ha1bsxlq8o79cp82trwdf9wumwg/A17131_03.jpg;https://pvi.cersanit.ru/upload/uf/e38/gda4myvsbew6ah0lzi5f17xxl5whv3wp/A17131_04.jpg;https://pvi.cersanit.ru/upload/uf/7f3/g00qnon15tx8cd423u952jmh89znz0ib/A17131_05.jpg;https://pvi.cersanit.ru/upload/uf/bae/preb78sg3z4c5p3wv6bz1m0f5tmw9ve4/A17131_06.jpg,https://pvi.cersanit.ru/upload/uf/af3/rq5rkx5bzevjzh1cojm6s3vr3rmz8cz5/INT_Electric_Mist_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/793/rg45ut4jy303uaoge3lt0r8zez4tdom3/INT_Electric_Mist_1_2.jpg;https://pvi.cersanit.ru/upload/uf/23e/1px2kracaaftotcyvnfjs1sru26wshi6/INT_Electric_Mist_1_3.jpg;https://pvi.cersanit.ru/upload/uf/032/4rmxhlwm0nsesyox6q7peofsmbx7zbg3/INT_Electric_Mist_1_4.jpg,
