Код BSU,Артикул,Артикул цифровой,Наименование,Наименование для сайта,Версия,Тип элемента,Штрихкод штука,Штрихкод коробка,Штрихкод паллет,Бренд,Коллекция,Стиль коллекции,Базовая единица измерения,Формат плиты номинальный,Формат плиты округленный,Формат коллекции округленный,Ширина плитки (см),Длина плитки (см),Толщина плитки (см),Вес одной плитки (кг),Количество слоев в паллете,Количество коробов в слое паллеты,Количество коробов на паллете,Количество изделий в коробке,Количество плиток в коробке,М2 в одной коробке,Ширина коробки (м),Длина коробки (м),Высота коробки (м),Вес коробки брутто (кг),Вес коробки нетто (кг),м2/шт на паллете,Ширина паллеты (м),Длина паллеты (м),Высота паллеты (м),Вес паллеты брутто (кг),Вес паллеты нетто (кг),Короб пустой брутто (кг),Поддон пустой брутто (кг),Вес полиэтилена (кг),Страна происхождения,Цвет плитки,Дизайн,Материал,Вид поверхности,Поверхность,Фактура поверхности,Ректификат,Рельеф,Водопоглащение,Морозостойкость,Класс износостойкости,Класс устойчивости к скольжению,Количество фрагментов рисунка,Назначение,Применение,Помещения,Фото плиты,Фото Коллекции,Кол-во доп фото коллекции,Доп фото коллекции,"Видео 360, YouTube"
A16545,16545,16545,"Глаз. керамогранит Concretehouse терраццо светло-серый рельеф 29,7x59,8","Керамогранит Cersanit Concretehouse терраццо светло-серый  рельеф  29,7x59,8 A16545",терраццо,Керамогранит,,4690311112989,14690311112986,Cersanit,Concretehouse,Современный,м2,"29,7x59,8",30x60,30x60,"29,7","59,8","0,75","3,13",2,16,32,10,10,"1,776","0,301","0,603","0,089","31,45","31,280688","56,832","0,8","1,2","0,8",1035,"1000,982016","0,172",28,0.500,РОССИЯ,светло-серый,Бетон,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R12,6,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Входные группы;Кухня ;Коридор ;Террасы;Балконы,https://pvi.cersanit.ru/files/get/11/21696/29247/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29256/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29257/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29248/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29249/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29250/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29251/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29252/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29253/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29254/800/800/0/;https://pvi.cersanit.ru/files/get/11/21696/29255/800/800/0/,https://pvi.cersanit.ru/files/get/2/21834/29839/800/800/0/,1,https://pvi.cersanit.ru/files/get/2/21834/29841/800/800/0/,
CV4M302,16682,16682,"Глаз. керамогранит Chesterwood светло-бежевый 18,5x59,8","Керамогранит Cersanit Chesterwood  светло-бежевый  18,5x59,8 CV4M302",,Керамогранит,,4690311114990,14690311114997,Cersanit,Chesterwood,Классический,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,светло-бежевый,Дерево,Керамогранит,матовая,глазурованная,гладкая,,,"E<0,5%",Да,4,R12,7,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/7b6/C_CV4M302D_1.jpg,https://pvi.cersanit.ru/upload/uf/13a/CHESTERWOOD_deska_hol-wej_ciowy-do-domu_1_d.jpg,5,https://pvi.cersanit.ru/upload/uf/9e0/Chesterwood_INT_Atria_Abstract_2_1-_1_.jpg;https://pvi.cersanit.ru/upload/uf/a4b/Chesterwood_INT_Atria_Abstract_2_1-_2_.jpg;https://pvi.cersanit.ru/upload/uf/61f/CHESTERWOOD_deska_hol-wej_ciowy-do-domu_1_MP.jpg;https://pvi.cersanit.ru/upload/uf/be2/Chesterwood_INT_Atria_Patchwork_2_1-_1_.jpg;https://pvi.cersanit.ru/upload/uf/134/Chesterwood_INT_Atria_Patchwork_2_1-_2_.jpg;https://pvi.cersanit.ru/upload/uf/95e/CHESTERWOOD_deska_sypialnia_1_SP.jpg;https://pvi.cersanit.ru/upload/uf/838/Chesterwood.jpg;https://pvi.cersanit.ru/upload/uf/ef0/INT_Chesterwood_302_2_1.jpg;https://pvi.cersanit.ru/upload/uf/c85/INT_Chesterwood_302_2_3.jpg;https://pvi.cersanit.ru/upload/uf/476/INT_Chesterwood_302_2_2.jpg;https://pvi.cersanit.ru/upload/uf/a35/INT_Atlas_3_1.jpg;https://pvi.cersanit.ru/upload/uf/711/INT_Santorini_Chesterwood_302_1_1.jpg;https://pvi.cersanit.ru/upload/uf/192/INT_Santorini_Chesterwood_302_1_3.jpg,
FF4M052,16686,16686,"Глаз. керамогранит Finwood белый рельеф 18,5x59,8","Керамогранит Cersanit Finwood  белый  рельеф  18,5x59,8 FF4M052",,Керамогранит,,4690311115034,14690311115031,Cersanit,Finwood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,белый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R9,7,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Террасы;Балконы;Коридор,https://pvi.cersanit.ru/upload/uf/61e/C_FF4M052D_1a.jpg,https://pvi.cersanit.ru/upload/uf/13d/FINWOOD_deska_kuchnia-z-salonem_1_d.jpg,7,https://pvi.cersanit.ru/upload/uf/77b/INT_Finwood_052_2_1.jpg;https://pvi.cersanit.ru/upload/uf/322/INT_Finwood_052_2_2.jpg;https://pvi.cersanit.ru/upload/uf/7c1/INT_Finwood_052_2_3.jpg;https://pvi.cersanit.ru/upload/uf/2c8/FINWOOD_deska_kuchnia-z-salonem_1_MP.jpg;https://pvi.cersanit.ru/upload/uf/95e/FINWOOD_deska_kuchnia-z-salonem_1_sp.jpg;https://pvi.cersanit.ru/upload/uf/289/Finwood_INT_Pudra_blue_4_1-_1_.jpg,
MW4M112,16692,16692,"Глаз. керамогранит Maplewood коричневый рельеф 18,5x59,8","Керамогранит Cersanit Maplewood  коричневый  рельеф  18,5x59,8 MW4M112",,Керамогранит,,4690311115096,14690311115093,Cersanit,Maplewood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,коричневый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R12,6,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/772/MW4M112_1.jpg,https://pvi.cersanit.ru/upload/uf/3b0/INT_Maplewood_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/b1c/INT_Maplewood_1_2.jpg;https://pvi.cersanit.ru/upload/uf/c84/INT_Maplewood_1_3.jpg,
NW4M012,16694,16694,"Глаз. керамогранит Northwood бежевый рельеф 18,5x59,8","Керамогранит Cersanit Northwood  бежевый  рельеф  18,5x59,8 NW4M012",,Керамогранит,,4690311115119,14690311115116,Cersanit,Northwood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,бежевый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R10,4,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Коридор;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/5b6/C_NW4M012D_1a.jpg,https://pvi.cersanit.ru/upload/uf/f6c/Northwood_1.jpg,3,https://pvi.cersanit.ru/upload/uf/1f6/INT_Northwood_012_2_1.jpg;https://pvi.cersanit.ru/upload/uf/a08/INT_Northwood_012_2_2.jpg;https://pvi.cersanit.ru/upload/uf/f49/INT_Northwood_012_2_3.jpg,
NW4M052,16696,16696,"Глаз. керамогранит Northwood белый рельеф 18,5x59,8","Керамогранит Cersanit Northwood  белый  рельеф  18,5x59,8 NW4M052",,Керамогранит,,4690311115133,14690311115130,Cersanit,Northwood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,белый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R10,7,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Коридор;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/af2/C_NW4M052D_1a.jpg,https://pvi.cersanit.ru/upload/uf/b51/Northwood_2.jpg,6,https://pvi.cersanit.ru/upload/uf/c1e/INT_Northwood_052_2_1.jpg;https://pvi.cersanit.ru/upload/uf/277/INT_Northwood_052_2_2.jpg;https://pvi.cersanit.ru/upload/uf/f4e/INT_Northwood_052_2_3.jpg;https://pvi.cersanit.ru/upload/uf/c6d/INT_Northwood_092_2_1.jpg;https://pvi.cersanit.ru/upload/uf/e14/INT_Northwood_092_2_2.jpg;https://pvi.cersanit.ru/upload/uf/569/INT_Northwood_092_2_3.jpg;https://pvi.cersanit.ru/upload/uf/5b5/Nordwood_INT_Navi_flovers_2_1-_1_.jpg,
NW4M092,16698,16698,"Глаз. керамогранит Northwood серый рельеф 18,5x59,8","Керамогранит Cersanit Northwood  серый  рельеф  18,5x59,8 NW4M092",,Керамогранит,,4690311115157,14690311115154,Cersanit,Northwood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,серый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R10,7,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Коридор;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/ad2/NW4M092D_1.jpg,https://pvi.cersanit.ru/upload/uf/5b6/SY_Northwood_LO_ver1.jpg,6,https://pvi.cersanit.ru/upload/uf/f00/INT_Northwood_092_3_1.jpg;https://pvi.cersanit.ru/upload/uf/30c/INT_Northwood_092_3_2.jpg;https://pvi.cersanit.ru/upload/uf/d2b/INT_Northwood_092_3_3.jpg;https://pvi.cersanit.ru/upload/uf/54d/Nordwood_INT_Navi_flovers_2_1-_2_.jpg;https://pvi.cersanit.ru/upload/uf/abe/northwood_INT_NAVI_STRIPS_2_1-_2_.jpg,
PT4M112,16702,16702,"Глаз. керамогранит Patinawood коричневый рельеф 18,5x59,8","Керамогранит Cersanit Patinawood  коричневый  рельеф  18,5x59,8 PT4M112",,Керамогранит,,4690311115195,14690311115192,Cersanit,Patinawood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,коричневый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R12,6,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/0fb/PT4M112_2.jpg,https://pvi.cersanit.ru/upload/uf/6f1/Patinawood_112_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/712/Patinawood_112_1_2.jpg;https://pvi.cersanit.ru/upload/uf/4bb/Patinawood_112_1_3.jpg,
PT4M302,16704,16704,"Глаз. керамогранит Patinawood светло-бежевый рельеф 18,5x59,8","Керамогранит Cersanit Patinawood  светло-бежевый  рельеф  18,5x59,8 PT4M302",,Керамогранит,,4690311115218,14690311115215,Cersanit,Patinawood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,светло-бежевый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R12,7,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/d0b/PT4M302_1.jpg,https://pvi.cersanit.ru/upload/uf/44f/Patinawood_302_1_1.jpg,5,https://pvi.cersanit.ru/upload/uf/61d/Patinawood_302_1_2.jpg;https://pvi.cersanit.ru/upload/uf/a95/Patinawood_302_1_3.jpg;https://pvi.cersanit.ru/upload/uf/9bb/INT_Rento_012_3_1.jpg;https://pvi.cersanit.ru/upload/uf/fb7/INT_Rento_012_3_2.jpg;https://pvi.cersanit.ru/upload/uf/60f/INT_Rento_012_3_3.jpg,
SW4M012,16708,16708,"Глаз. керамогранит Sandwood бежевый рельеф 18,5x59,8","Керамогранит Cersanit Sandwood  бежевый  рельеф  18,5x59,8 SW4M012",,Керамогранит,,4690311115256,14690311115253,Cersanit,Sandwood,Классический,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,бежевый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R10,9,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/3f7/C_SW4M012D_1a.jpg,https://pvi.cersanit.ru/upload/uf/695/sandwood_INT_Polaris_522_2_1.jpg,7,https://pvi.cersanit.ru/upload/uf/a4d/INT_Vilio_402_1_1-sandwood-_1_.jpg;https://pvi.cersanit.ru/upload/uf/d2e/sandwood_Hammam_1_1.jpg;https://pvi.cersanit.ru/upload/uf/199/sandwood_Hammam_3_1.jpg;https://pvi.cersanit.ru/upload/uf/ce0/sandwood_Hammam_2_1.jpg;https://pvi.cersanit.ru/upload/uf/e6d/sandwood_Hammam_2_2.jpg;https://pvi.cersanit.ru/upload/uf/987/sandwood_INT_1.jpg;https://pvi.cersanit.ru/upload/uf/70e/sandwood_INT_2.jpg,
SW4M112,16712,16712,"Глаз. керамогранит Sandwood коричневый рельеф 18,5x59,8","Керамогранит Cersanit Sandwood  коричневый  рельеф  18,5x59,8 SW4M112",,Керамогранит,,4690311115294,14690311115291,Cersanit,Sandwood,Классический,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,коричневый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R10,7,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/bdf/SW4M112.jpg,https://pvi.cersanit.ru/upload/uf/020/Sandwood.jpg,7,https://pvi.cersanit.ru/upload/uf/0fa/SANDWOOD_LIVINGROOM_MODERNISM_2_PP.jpg;https://pvi.cersanit.ru/upload/uf/09c/SANDWOOD_LIVINGROOM_MODERNISM_3_D.jpg;https://pvi.cersanit.ru/upload/uf/302/sandwood_INT_Vilio_112_2_1-_1_.jpg;https://pvi.cersanit.ru/upload/uf/7d0/sandwood_INT_Vilio_112_3_1.jpg;https://pvi.cersanit.ru/upload/uf/262/Sandwood_INT_Atria_OBI_2_1-_1_.jpg;https://pvi.cersanit.ru/upload/uf/47c/Sandwood_INT_Atria_OBI_2_1-_2_.jpg;https://pvi.cersanit.ru/upload/uf/c95/sandwood_INT_Loft_3_1-_1_.jpg;https://pvi.cersanit.ru/upload/uf/53e/sandwood_INT_Loft_3_1-_2_.jpg;https://pvi.cersanit.ru/upload/uf/126/sandwood_INT_Loft_3_1-_3_.jpg,https://www.youtube.com/watch?v=rgyGEg9CTvw
A15934,16720,16720,"Глаз. керамогранит Starwood белый рельеф 18,5x59,8","Керамогранит Cersanit Starwood  белый  рельеф  18,5x59,8 A15934",,Керамогранит,,4690311115379,14690311115376,Cersanit,Starwood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,белый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R12,7,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Ванная комната;Гостиная;Спальня;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/f48/15934_1.jpg,https://pvi.cersanit.ru/upload/uf/5cc/INT_Starwood_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/64d/INT_Starwood_1_2.jpg;https://pvi.cersanit.ru/upload/uf/603/INT_Starwood_1_3.jpg,https://www.youtube.com/watch?v=5ZcGleOdTcw
AQ4M092,16728,16728,"Глаз. керамогранит Antiquewood серый рельеф 18,5x59,8","Керамогранит Cersanit Antiquewood  серый  рельеф  18,5x59,8 AQ4M092",,Керамогранит,,4690311115454,14690311115451,Cersanit,Antiquewood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,серый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R11,7,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/714/AQ4M092D_v1.jpg,https://pvi.cersanit.ru/upload/uf/686/Interior_Antiquewood_C_AQ4M092D_2.jpg,6,https://pvi.cersanit.ru/upload/uf/070/Interior_Antiquewood_C_AQ4M092D_3.jpg;https://pvi.cersanit.ru/upload/uf/367/Antiquewood_Interior_AQ4M092D.jpg;https://pvi.cersanit.ru/upload/uf/352/INT_Antiquewood_092_3_1.jpg;https://pvi.cersanit.ru/upload/uf/3b4/INT_Antiquewood_092_3_2.jpg;https://pvi.cersanit.ru/upload/uf/0e7/Vilio_402_Antiquewood_092_1_1.jpg;https://pvi.cersanit.ru/upload/uf/c02/Vilio_402_Antiquewood_092_1_3.jpg,
CL4M452,16730,16730,"Глаз. керамогранит Colorwood многоцветный рельеф 18,5x59,8","Керамогранит Cersanit Colorwood  многоцветный  рельеф  18,5x59,8 CL4M452",,Керамогранит,,4690311115478,14690311115475,Cersanit,Colorwood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,многоцветный,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R11,10,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/5f4/CL4M452D_k04.jpg,https://pvi.cersanit.ru/upload/uf/3ff/Interior_Colorwood.jpg,3,https://pvi.cersanit.ru/upload/uf/742/INT_Colorwood_2_2.jpg;https://pvi.cersanit.ru/upload/uf/343/INT_Colorwood_2_3.jpg;https://pvi.cersanit.ru/upload/uf/3cf/Interior_Colorwood_2.jpg;https://pvi.cersanit.ru/upload/uf/d61/Interior_Colorwood_3.jpg,
HW4M092,16732,16732,"Глаз. керамогранит Harbourwood серый 18,5x59,8","Керамогранит Cersanit Harbourwood  серый  18,5x59,8 HW4M092",,Керамогранит,,4690311115492,14690311115499,Cersanit,Harbourwood,Классический,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,79",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,серый,Дерево,Керамогранит,матовая,глазурованная,гладкая,,,"E<0,5%",Да,4,R10,6,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Лифтовые зоны;Входные группы;Кухня;Коридор;Террасы;Балконы,https://pvi.cersanit.ru/upload/uf/b8c/HW4M092D_v1.jpg,https://pvi.cersanit.ru/upload/uf/3fe/Harbourwood_Interior_HW4M092D.jpg,6,https://pvi.cersanit.ru/upload/uf/9df/INT_Harbourwood_092_1_1.jpg;https://pvi.cersanit.ru/upload/uf/537/INT_Harbourwood_092_1_2.jpg;https://pvi.cersanit.ru/upload/uf/dff/Interior_Harbourwood_C_HW4M092D_3.jpg;https://pvi.cersanit.ru/upload/uf/631/Interior_Harbourwood_C_HW4M092D_2.jpg;https://pvi.cersanit.ru/upload/uf/4a2/harbourwood_-_1_.jpg;https://pvi.cersanit.ru/upload/uf/d33/harbourwood_-_2_.jpg;https://pvi.cersanit.ru/upload/uf/e7b/harbourwood_-_3_.jpg,
A16781,16781,16781,"Настенная вставка Landscape многоцветный 29,8x59,8","Настенная вставка Cersanit Landscape  многоцветный  29,8x59,8 A16781",,Настенная вставка,4690311115935,4690311115942,,Cersanit,Landscape,Современный,шт.,"29,8x59,8",30x60,30x60,"29,8","59,8","0,9","1,62",3,16,48,6,6,,"0,31","0,61","0,08","17,14","16,878",216,"0,8","1,2","0,71","645,54","607,608","0,258",28,0.500,РОССИЯ,многоцветный,Узоры,Керамическая плитка,глянцевая,глазурованная,гладкая,,,E>10%,,,,1,Стена,Для внутренней отделки,Внутренняя отделка;Ванная комната,https://pvi.cersanit.ru/files/get/11/21670/30432/800/800/0/;https://pvi.cersanit.ru/files/get/11/21670/30434/800/800/0/;https://pvi.cersanit.ru/files/get/11/21670/30436/800/800/0/;https://pvi.cersanit.ru/files/get/11/21670/30438/800/800/0/,https://pvi.cersanit.ru/files/get/2/21830/30426/800/800/0/,2,https://pvi.cersanit.ru/files/get/2/21830/30428/800/800/0/;https://pvi.cersanit.ru/files/get/2/21830/30430/800/800/0/,
A16787,16787,16787,"Настенная плитка Blend многоцветный 29,8x59,8","Плитка Cersanit Blend  многоцветный  29,8x59,8 A16787",,Плитка,,4690311116345,14690311116342,Cersanit,Blend,Современный,м2,"29,8x59,8",30x60,30x60,"29,8","59,8","0,9","2,69",3,16,48,7,7,"1,247","0,31","0,61","0,07","18,99","18,8297","59,856","0,8","1,2","1,1",940,"903,8256","0,164",28,0.500,РОССИЯ,многоцветный,Узоры,Керамическая плитка,глянцевая,глазурованная,гладкая,,,E>10%,,,,неограниченное,Стена,Для внутренней отделки,Внутренняя отделка;Ванная комната,https://pvi.cersanit.ru/files/get/11/21654/29860/800/800/0/;https://pvi.cersanit.ru/files/get/11/21654/29862/800/800/0/;https://pvi.cersanit.ru/files/get/11/21654/29864/800/800/0/;https://pvi.cersanit.ru/files/get/11/21654/29866/800/800/0/,https://pvi.cersanit.ru/files/get/2/21828/30410/800/800/0/,4,https://pvi.cersanit.ru/files/get/2/21828/30412/800/800/0/;https://pvi.cersanit.ru/files/get/2/21828/30414/800/800/0/;https://pvi.cersanit.ru/files/get/2/21828/30416/800/800/0/;https://pvi.cersanit.ru/files/get/2/21828/30418/800/800/0/,
A17120,17120,17120,Глаз. керамогранит Futura тонкий Classy Marble полированный белый ректификат 60x120,Керамогранит Cersanit Classy Marble полированный белый ректификат  60x120 A17120,полированный,Керамогранит,,4690311126207,14690311126204,Cersanit,Classy Marble,Современный,м2,60x120,60x120,60x120,60,120,"0,5","7,9",1,27,27,4,4,"2,88","0,61","1,21","0,026",32,"31,15872","77,76","0,8","1,27","0,77","885,5","841,28544","0,34",16,0.500,ИНДИЯ,белый,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,9,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/626/8nmvabm99q5w4620fssk6y86uzf6to89/A17120_01.jpg;https://pvi.cersanit.ru/upload/uf/7d6/fcswdm7i0rk72qh20a16z1r2ijwftfow/A17120_02.jpg;https://pvi.cersanit.ru/upload/uf/a0e/wu1s6qm8nop372c43aw11dderi2mtama/A17120_03.jpg;https://pvi.cersanit.ru/upload/uf/9f8/j250ncx7uw9an2udghaxfhj9hgzabtqh/A17120_04.jpg;https://pvi.cersanit.ru/upload/uf/30b/7ralyn30gsp9jfm32w3j2043bl0my2qr/A17120_05.jpg;https://pvi.cersanit.ru/upload/uf/f5f/gkdoa3ny5et6r310pe5vtcewds0gw30x/A17120_06.jpg;https://pvi.cersanit.ru/upload/uf/aac/5uls2vy2ltcdcuo3tuocgf59eavkahgu/A17120_07.jpg;https://pvi.cersanit.ru/upload/uf/0e7/m2k52sqz8njdef5nuy1ymj2jctnd4n7y/A17120_08.jpg;https://pvi.cersanit.ru/upload/uf/3e7/of432ya3hkkmlfy6307ni27ey4ndyk84/A17120_09.jpg,https://pvi.cersanit.ru/upload/uf/89b/ixvorruykzfb80h7hrukvtopj5jbqc36/INT_Classy_Marble_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/cc3/dkx2jiqa0laogs4hwdn59jmanxo146ds/INT_Classy_Marble_1_2.jpg;https://pvi.cersanit.ru/upload/uf/258/oeg6ij3jyjc2x7xgm4u9uasphz9fxkgs/INT_Classy_Marble_1_3.jpg;https://pvi.cersanit.ru/upload/uf/939/knvahx2ncwio04f6pzcyqkkqztp2iym4/INT_Classy_Marble_1_4.jpg,
